Profile 1,Profile 1,
x,y,
[m],[m],
0,1.0098621e-08
4.0484294e-09,1.0578163e-08
8.0968587e-09,1.1208523e-08
1.2145288e-08,1.164051e-08
1.6193717e-08,1.1650427e-08
2.0242147e-08,1.1618878e-08
2.4290576e-08,1.1293445e-08
2.8339006e-08,1.1177188e-08
3.2387435e-08,1.1166815e-08
3.6435864e-08,1.1428808e-08
4.0484294e-08,1.1390856e-08
4.4532723e-08,1.1352332e-08
4.8581152e-08,1.123505e-08
5.2629582e-08,1.1370758e-08
5.6678011e-08,1.1653525e-08
6.072644e-08,1.1888462e-08
6.477487e-08,1.1819481e-08
6.8823299e-08,1.155717e-08
7.2871729e-08,9.937795e-09
7.6920158e-08,8.8755639e-09
8.0968587e-08,9.4391726e-09
8.5017017e-08,1.0298564e-08
8.9065446e-08,1.0732302e-08
9.3113875e-08,1.0977789e-08
9.7162305e-08,1.106146e-08
1.0121073e-07,1.1295418e-08
1.0525916e-07,1.1422847e-08
1.0930759e-07,1.1480362e-08
1.1335602e-07,1.1809763e-08
1.1740445e-07,1.185571e-08
1.2145288e-07,1.1545896e-08
1.2550131e-07,1.1413193e-08
1.2954974e-07,1.1747891e-08
1.3359817e-07,1.1929991e-08
1.376466e-07,1.2218796e-08
1.4169503e-07,1.2185989e-08
1.4574346e-07,1.1631056e-08
1.4979189e-07,1.0886196e-08
1.5384032e-07,8.8652524e-09
1.5788875e-07,7.9339409e-09
1.6193717e-07,8.2424769e-09
1.659856e-07,8.9193276e-09
1.7003403e-07,9.6826268e-09
1.7408246e-07,1.0302367e-08
1.7813089e-07,1.025537e-08
1.8217932e-07,1.0645859e-08
1.8622775e-07,1.075689e-08
1.9027618e-07,1.0926833e-08
1.9432461e-07,1.130628e-08
1.9837304e-07,1.1329927e-08
2.0242147e-07,1.1033397e-08
2.064699e-07,1.0948286e-08
2.1051833e-07,1.0752093e-08
2.1456676e-07,1.0864005e-08
2.1861519e-07,1.1279842e-08
2.2266362e-07,1.1536846e-08
2.2671204e-07,1.1687443e-08
2.3076047e-07,1.1537946e-08
2.348089e-07,1.18961e-08
2.3885733e-07,1.1547833e-08
2.4290576e-07,1.0182029e-08
2.4695419e-07,8.866444e-09
2.5100262e-07,8.2959246e-09
2.5505105e-07,8.0052608e-09
2.5909948e-07,7.7446625e-09
2.6314791e-07,8.0818712e-09
2.6719634e-07,8.3781529e-09
2.7124477e-07,9.1758594e-09
2.752932e-07,9.6551112e-09
2.7934163e-07,1.0305386e-08
2.8339006e-07,1.0849483e-08
2.8743848e-07,1.110694e-08
2.9148691e-07,1.1114994e-08
2.9553534e-07,1.1275322e-08
2.9958377e-07,1.1437598e-08
3.036322e-07,1.1650546e-08
3.0768063e-07,1.227897e-08
3.1172906e-07,1.2051154e-08
3.1577749e-07,1.167202e-08
3.1982592e-07,1.1530682e-08
3.2387435e-07,1.1790354e-08
3.2792278e-07,1.2102458e-08
3.3197121e-07,1.2493127e-08
3.3601964e-07,1.2505377e-08
3.4006807e-07,1.1583421e-08
3.441165e-07,9.4934393e-09
3.4816493e-07,7.6711709e-09
3.5221335e-07,6.6783236e-09
3.5626178e-07,6.3393786e-09
3.6031021e-07,6.8685504e-09
