x;y;
[m];[m];
0;5.585662e-09
4.0255764e-09;6.3822e-09
8.0511528e-09;6.9550766e-09
1.2076729e-08;6.5648412e-09
1.6102306e-08;7.0271741e-09
2.0127882e-08;7.7997271e-09
2.4153458e-08;8.4433327e-09
2.8179035e-08;8.7260397e-09
3.2204611e-08;8.6879035e-09
3.6230188e-08;8.8637161e-09
4.0255764e-08;9.0368449e-09
4.428134e-08;9.1002508e-09
4.8306917e-08;9.0472288e-09
5.2332493e-08;8.5488723e-09
5.635807e-08;7.961752e-09
6.0383646e-08;7.1738697e-09
6.4409222e-08;6.3441648e-09
6.8434799e-08;4.945246e-09
7.2460375e-08;3.9492984e-09
7.6485952e-08;3.5191385e-09
8.0511528e-08;4.5882976e-09
8.4537104e-08;5.3978018e-09
8.8562681e-08;5.7265182e-09
9.2588257e-08;6.1902792e-09
9.6613834e-08;7.1543824e-09
1.0063941e-07;7.8170303e-09
1.0466499e-07;8.2604032e-09
1.0869056e-07;8.5262195e-09
1.1271614e-07;8.6605183e-09
1.1674172e-07;9.0765948e-09
1.2076729e-07;9.0883405e-09
1.2479287e-07;8.9565722e-09
1.2881844e-07;9.0128903e-09
1.3284402e-07;8.8030844e-09
1.368696e-07;8.7386624e-09
1.4089517e-07;8.7724003e-09
1.4492075e-07;8.3415143e-09
1.4894633e-07;7.4727968e-09
1.529719e-07;6.6334015e-09
1.5699748e-07;5.6167232e-09
1.6102306e-07;5.0552624e-09
1.6504863e-07;4.8193002e-09
1.6907421e-07;5.1539384e-09
1.7309979e-07;5.9558063e-09
1.7712536e-07;6.467337e-09
1.8115094e-07;6.9998179e-09
1.8517651e-07;7.9087164e-09
1.8920209e-07;8.7350709e-09
1.9322767e-07;8.8101949e-09
1.9725324e-07;8.4243561e-09
2.0127882e-07;9.0553439e-09
2.053044e-07;8.8356664e-09
2.0932997e-07;8.8990318e-09
2.1335555e-07;9.133071e-09
2.1738113e-07;9.2949351e-09
2.214067e-07;8.9227392e-09
2.2543228e-07;8.6634849e-09
2.2945785e-07;8.2842254e-09
2.3348343e-07;8.0619156e-09
2.3750901e-07;7.9109602e-09
2.4153458e-07;7.7919474e-09
2.4556016e-07;7.1282817e-09
2.4958574e-07;5.9112116e-09
2.5361131e-07;4.9995705e-09
