Profile 1;Profile 1;
x;y;
[m];[m];
0;3.6839681e-09
4.0588779e-09;3.6371848e-09
8.1177558e-09;4.8245783e-09
1.2176634e-08;6.5493792e-09
1.6235512e-08;7.2677962e-09
2.0294389e-08;7.3266268e-09
2.4353267e-08;8.0445816e-09
2.8412145e-08;8.4598688e-09
3.2471023e-08;8.4082947e-09
3.6529901e-08;8.2200351e-09
4.0588779e-08;8.465339e-09
4.4647657e-08;8.6618586e-09
4.8706535e-08;8.7827084e-09
5.2765412e-08;8.5409257e-09
5.682429e-08;8.622085e-09
6.0883168e-08;8.7005355e-09
6.4942046e-08;7.8727376e-09
6.9000924e-08;7.1119851e-09
7.3059802e-08;5.2730605e-09
7.711868e-08;3.1770303e-09
8.1177558e-08;2.9299483e-09
8.5236435e-08;3.8500595e-09
8.9295313e-08;4.7033285e-09
9.3354191e-08;5.8819955e-09
9.7413069e-08;6.7383375e-09
1.0147195e-07;7.2963913e-09
1.0553082e-07;7.3989016e-09
1.095897e-07;7.1323265e-09
1.1364858e-07;7.6271621e-09
1.1770746e-07;8.1816636e-09
1.2176634e-07;8.7849565e-09
1.2582521e-07;9.1772491e-09
1.2988409e-07;9.011605e-09
1.3394297e-07;8.9805175e-09
1.3800185e-07;8.4643446e-09
1.4206073e-07;8.4641127e-09
1.461196e-07;8.6391192e-09
1.5017848e-07;8.2656405e-09
1.5423736e-07;7.6950764e-09
1.5829624e-07;6.3211214e-09
1.6235512e-07;5.6635005e-09
1.6641399e-07;3.673111e-09
1.7047287e-07;4.3792015e-09
1.7453175e-07;5.7691126e-09
1.7859063e-07;6.8430786e-09
1.826495e-07;7.262166e-09
1.8670838e-07;7.941037e-09
1.9076726e-07;7.940163e-09
1.9482614e-07;8.4842026e-09
1.9888502e-07;9.1112359e-09
2.0294389e-07;9.3004841e-09
2.0700277e-07;9.4953019e-09
2.1106165e-07;9.3043787e-09
2.1512053e-07;9.4364766e-09
2.1917941e-07;9.3700236e-09
2.2323828e-07;9.2343404e-09
2.2729716e-07;9.3181126e-09
2.3135604e-07;9.4426988e-09
2.3541492e-07;8.9826452e-09
2.3947379e-07;8.5783539e-09
2.4353267e-07;7.6331131e-09
2.4759155e-07;6.9492592e-09
2.5165043e-07;5.9955632e-09
2.5570931e-07;4.9961097e-09
2.5976818e-07;5.3114628e-09
2.6382706e-07;5.4096946e-09
2.6788594e-07;6.3315737e-09
2.7194482e-07;7.5080627e-09
2.760037e-07;7.8992492e-09
2.8006257e-07;7.8349391e-09
2.8412145e-07;8.319317e-09
2.8818033e-07;8.1776396e-09
2.9223921e-07;8.04732e-09
2.9629809e-07;8.1694944e-09
3.0035696e-07;8.7657537e-09
3.0441584e-07;8.8003405e-09
3.0847472e-07;8.3380569e-09
3.125336e-07;8.4357816e-09
3.1659247e-07;8.3505813e-09
3.2065135e-07;8.4760194e-09
3.2471023e-07;8.4490493e-09
3.2876911e-07;7.2692075e-09
3.3282799e-07;7.1128008e-09
3.3688686e-07;7.0515085e-09
3.4094574e-07;6.0828809e-09
3.4500462e-07;4.6337011e-09
3.490635e-07;3.932328e-09
3.5312238e-07;4.1155954e-09
3.5718125e-07;4.8067285e-09
3.6124013e-07;5.4806539e-09
3.6529901e-07;6.4021514e-09
3.6935789e-07;6.989294e-09
3.7341676e-07;7.3466262e-09
3.7747564e-07;7.9247953e-09
3.8153452e-07;7.7925001e-09
3.855934e-07;7.9335098e-09
3.8965228e-07;8.4195954e-09
3.9371115e-07;8.4957565e-09
3.9777003e-07;8.5453228e-09
4.0182891e-07;8.3378782e-09
4.0588779e-07;8.3845852e-09
4.0994667e-07;8.3045384e-09
4.1400554e-07;8.5681223e-09
4.1806442e-07;8.6362013e-09
4.221233e-07;7.9455302e-09
4.2618218e-07;7.7843833e-09
4.3024106e-07;7.0562707e-09
4.3429993e-07;6.7006167e-09
4.3835881e-07;6.717434e-09
4.4241769e-07;6.4459959e-09
4.4647657e-07;5.5814914e-09
4.5053544e-07;5.3394266e-09
4.5459432e-07;3.269692e-09
4.586532e-07;2.7386274e-09
